0.572606192	0.445606565
0.42642719	0.442881666
0.527975038	0.556829972
0.50412897	0.47674445
0.443147406	0.485990053
0.587868455	0.470962659
0.494315732	0.496487736
0.461865959	0.406668172
0.52912808	0.54695638
0.551560252	0.499103296
0.450979976	0.470139439
0.399661653	0.490256139
0.497242566	0.546891856
0.594277276	0.593021042
0.48701998	0.480541619
0.486080954	0.495175213
0.490113866	0.439075923
0.486615719	0.420406413
0.521580546	0.431238626
0.511298725	0.505858655
0.427734338	0.498671722
0.471909914	0.540370702
0.508857269	0.54688585
0.503909631	0.495612549
0.469176209	0.588096207
0.469017708	0.439834209
0.557618174	0.579649466
0.627177013	0.461349007
0.515265067	0.540163778
0.569338684	0.410829654
0.50392177	0.41910397
0.50746058	0.476594216
0.521067813	0.490958202
0.436372117	0.536873406
0.540648113	0.520320441
0.491013883	0.516996516
0.48811916	0.528201771
0.508062339	0.404483395
0.490814412	0.39678353
0.531101029	0.5768653
0.535311566	0.400411809
0.440365817	0.427193207
0.564982092	0.477528873
0.398563591	0.521856321
0.452239398	0.445829419
0.501251905	0.526687319
0.434137044	0.48432626
0.561899006	0.609586708
0.499128121	0.529142005
0.455857394	0.532711286
0.555959685	0.466339406
0.52994335	0.485070614
0.503071177	0.484611767
0.585957072	0.551415229
0.48007746	0.519480478
0.541225841	0.563456679
0.511861826	0.470508281
0.467639176	0.453903416
0.555869886	0.587306589
0.589816253	0.355837615
0.494328925	0.444073391
0.452203527	0.42540303
0.531330501	0.498533827
0.525200766	0.615734361
0.625789497	0.460839057
0.571559338	0.505701309
0.576951645	0.488952628
0.459075157	0.422944443
0.506711564	0.463108648
0.385135361	0.561698649
0.446263512	0.442708628
0.446653516	0.522602736
0.593033914	0.539750744
0.49406582	0.487442489
0.486707627	0.624848229
0.514696637	0.439309811
0.587647799	0.420017882
0.536389637	0.536888329
0.506865743	0.514798264
0.585493414	0.51073627
0.500635043	0.505276752
0.595077686	0.482899747
0.540065564	0.581507573
0.54982723	0.561931687
0.506837482	0.516669458
0.463989935	0.418634301
0.510762381	0.537189233
0.458839777	0.502213805
0.544056176	0.449010127
0.461168928	0.492564054
0.508469058	0.477085786
0.502796093	0.560870185
0.526358286	0.426709173
0.464829934	0.49667102
0.555635143	0.540420617
0.556995092	0.427748109
0.518521283	0.478480316
0.609974132	0.553567483
0.425356272	0.474146687
0.438111444	0.404314367
0.459126606	0.459332289
0.475850094	0.519258298
0.496403777	0.546671628
0.523472451	0.474909904
0.542160877	0.528878186
0.538849012	0.494114761
0.428782224	0.478297812
0.453989428	0.440823493
0.42429445	0.463654961
0.586114538	0.534883214
0.571276155	0.481671216
0.596292112	0.490280194
0.512717027	0.485874158
0.512613615	0.453808197
0.423019702	0.593946536
0.538074862	0.476711358
0.481695403	0.48107574
0.513635289	0.518036144
0.446385869	0.486825878
0.494422732	0.514530923
0.504501957	0.483875866
0.503177122	0.541045961
0.483670003	0.583635035
0.514957207	0.551452672
0.522592551	0.416376928
0.502643914	0.547782509
0.559073231	0.505597605
0.496498001	0.531482221
0.569677908	0.519560408
0.466359063	0.461259291
0.526094026	0.350920383
0.547802326	0.460020535
0.511685807	0.562001787
0.392111549	0.486498857
0.561887393	0.456953668
0.495988169	0.515353135
0.41991746	0.49079377
0.455014313	0.475206507
0.466221703	0.420801677
0.477580643	0.515582184
0.469485115	0.531850381
0.518029671	0.576586006
0.470384777	0.626156439
0.38292501	0.524048657
0.518655073	0.563272963
0.496603085	0.536666907
0.497824579	0.511396981
0.504287104	0.43858802
0.374546749	0.483042874
0.442810794	0.477246215
0.49598604	0.490681677
0.493728913	0.5321629
0.516771925	0.478100931
0.422576074	0.511641108
0.421614044	0.502949365
0.510065301	0.507680356
0.562794083	0.559254365
0.581285633	0.541424835
0.577474006	0.501359627
0.42741844	0.436131753
0.561835278	0.484570316
0.481397292	0.494358759
0.53700624	0.551724487
0.466541553	0.519769205
0.491720424	0.451351084
0.457543749	0.443630379
0.405736645	0.480376088
0.547616055	0.478313661
0.558007111	0.532206769
0.497807342	0.503984311
0.428286981	0.534267521
0.599840652	0.477468691
0.508446265	0.556637446
0.498582493	0.400027179
0.465546556	0.472431102
0.468618206	0.500210655
0.421429577	0.519548504
0.504002824	0.471778082
0.505026621	0.52336318
0.518940672	0.54576902
0.539631357	0.549365966
0.549244356	0.49028615
0.497602634	0.506920667
0.517610735	0.412269864
0.469960722	0.467739485
0.542511967	0.453287148
